time,temperature_2m_c,shortwave_radiation_w_m2,source,pv_kwh_el,heating_kwh_th,heating_kwh_el,balance_kwh_el,deficit_kwh_el,surplus_kwh_el,direct_overlap_kwh_el
2023-01-02 00:00:00,-3.99081595,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.63889791,0.87963264,-0.87963264,0.87963264,0.00000000,0.00000000
2023-01-02 01:00:00,-4.38239453,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.68588734,0.89529578,-0.89529578,0.89529578,0.00000000,0.00000000
2023-01-02 02:00:00,-4.58509052,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.71021086,0.90340362,-0.90340362,0.90340362,0.00000000,0.00000000
2023-01-02 03:00:00,-4.58509052,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.71021086,0.90340362,-0.90340362,0.90340362,0.00000000,0.00000000
2023-01-02 04:00:00,-4.38239453,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.68588734,0.89529578,-0.89529578,0.89529578,0.00000000,0.00000000
2023-01-02 05:00:00,-3.99081595,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.63889791,0.87963264,-0.87963264,0.87963264,0.00000000,0.00000000
2023-01-02 06:00:00,-3.43704022,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.57244483,0.85748161,-0.85748161,0.85748161,0.00000000,0.00000000
2023-01-02 07:00:00,-2.75880623,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.49105675,0.83035225,-0.83035225,0.83035225,0.00000000,0.00000000
2023-01-02 08:00:00,-2.00233451,53.94265545,synthetic_cold_temperate_benchmark,0.29129034,2.40028014,0.80009338,-0.50880304,0.50880304,0.00000000,0.29129034
2023-01-02 09:00:00,-1.21917736,144.79227729,synthetic_cold_temperate_benchmark,0.78187830,2.30630128,0.76876709,0.01311120,0.00000000,0.01311120,0.76876709
2023-01-02 10:00:00,-0.46270564,214.09198725,synthetic_cold_temperate_benchmark,1.15609673,2.21552468,0.73850823,0.41758851,0.00000000,0.41758851,0.73850823
2023-01-02 11:00:00,0.21552835,251.52768109,synthetic_cold_temperate_benchmark,1.35824948,2.13413660,0.71137887,0.64687061,0.00000000,0.64687061,0.71137887
2023-01-02 12:00:00,0.76930409,251.52768109,synthetic_cold_temperate_benchmark,1.35824948,2.06768351,0.68922784,0.66902164,0.00000000,0.66902164,0.68922784
2023-01-02 13:00:00,1.16088266,214.09198725,synthetic_cold_temperate_benchmark,1.15609673,2.02069408,0.67356469,0.48253204,0.00000000,0.48253204,0.67356469
2023-01-02 14:00:00,1.36357865,144.79227729,synthetic_cold_temperate_benchmark,0.78187830,1.99637056,0.66545685,0.11642144,0.00000000,0.11642144,0.66545685
2023-01-02 15:00:00,1.36357865,53.94265545,synthetic_cold_temperate_benchmark,0.29129034,1.99637056,0.66545685,-0.37416651,0.37416651,0.00000000,0.29129034
2023-01-02 16:00:00,1.16088266,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.02069408,0.67356469,-0.67356469,0.67356469,0.00000000,0.00000000
2023-01-02 17:00:00,0.76930409,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.06768351,0.68922784,-0.68922784,0.68922784,0.00000000,0.00000000
2023-01-02 18:00:00,0.21552835,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.13413660,0.71137887,-0.71137887,0.71137887,0.00000000,0.00000000
2023-01-02 19:00:00,-0.46270564,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.21552468,0.73850823,-0.73850823,0.73850823,0.00000000,0.00000000
2023-01-02 20:00:00,-1.21917736,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.30630128,0.76876709,-0.76876709,0.76876709,0.00000000,0.00000000
2023-01-02 21:00:00,-2.00233451,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.40028014,0.80009338,-0.80009338,0.80009338,0.00000000,0.00000000
2023-01-02 22:00:00,-2.75880623,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.49105675,0.83035225,-0.83035225,0.83035225,0.00000000,0.00000000
2023-01-02 23:00:00,-3.43704022,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.57244483,0.85748161,-0.85748161,0.85748161,0.00000000,0.00000000
2023-01-03 00:00:00,-4.03916810,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.64470017,0.88156672,-0.88156672,0.88156672,0.00000000,0.00000000
2023-01-03 01:00:00,-4.43074668,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.69168960,0.89722987,-0.89722987,0.89722987,0.00000000,0.00000000
2023-01-03 02:00:00,-4.63344267,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.71601312,0.90533771,-0.90533771,0.90533771,0.00000000,0.00000000
2023-01-03 03:00:00,-4.63344267,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.71601312,0.90533771,-0.90533771,0.90533771,0.00000000,0.00000000
2023-01-03 04:00:00,-4.43074668,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.69168960,0.89722987,-0.89722987,0.89722987,0.00000000,0.00000000
2023-01-03 05:00:00,-4.03916810,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.64470017,0.88156672,-0.88156672,0.88156672,0.00000000,0.00000000
2023-01-03 06:00:00,-3.48539237,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.57824708,0.85941569,-0.85941569,0.85941569,0.00000000,0.00000000
2023-01-03 07:00:00,-2.80715838,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.49685901,0.83228634,-0.83228634,0.83228634,0.00000000,0.00000000
2023-01-03 08:00:00,-2.05068666,54.80795536,synthetic_cold_temperate_benchmark,0.29596296,2.40608240,0.80202747,-0.50606451,0.50606451,0.00000000,0.29596296
2023-01-03 09:00:00,-1.26752951,145.77395646,synthetic_cold_temperate_benchmark,0.78717936,2.31210354,0.77070118,0.01647818,0.00000000,0.01647818,0.77070118
2023-01-03 10:00:00,-0.51105779,215.12462006,synthetic_cold_temperate_benchmark,1.16167295,2.22132693,0.74044231,0.42123064,0.00000000,0.42123064,0.74044231
2023-01-03 11:00:00,0.16717620,252.57664155,synthetic_cold_temperate_benchmark,1.36391386,2.13993886,0.71331295,0.65060091,0.00000000,0.65060091,0.71331295
2023-01-03 12:00:00,0.72095194,252.57664155,synthetic_cold_temperate_benchmark,1.36391386,2.07348577,0.69116192,0.67275194,0.00000000,0.67275194,0.69116192
2023-01-03 13:00:00,1.11253051,215.12462006,synthetic_cold_temperate_benchmark,1.16167295,2.02649634,0.67549878,0.48617417,0.00000000,0.48617417,0.67549878
2023-01-03 14:00:00,1.31522650,145.77395646,synthetic_cold_temperate_benchmark,0.78717936,2.00217282,0.66739094,0.11978842,0.00000000,0.11978842,0.66739094
2023-01-03 15:00:00,1.31522650,54.80795536,synthetic_cold_temperate_benchmark,0.29596296,2.00217282,0.66739094,-0.37142798,0.37142798,0.00000000,0.29596296
2023-01-03 16:00:00,1.11253051,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.02649634,0.67549878,-0.67549878,0.67549878,0.00000000,0.00000000
2023-01-03 17:00:00,0.72095194,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.07348577,0.69116192,-0.69116192,0.69116192,0.00000000,0.00000000
2023-01-03 18:00:00,0.16717620,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.13993886,0.71331295,-0.71331295,0.71331295,0.00000000,0.00000000
2023-01-03 19:00:00,-0.51105779,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.22132693,0.74044231,-0.74044231,0.74044231,0.00000000,0.00000000
2023-01-03 20:00:00,-1.26752951,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.31210354,0.77070118,-0.77070118,0.77070118,0.00000000,0.00000000
2023-01-03 21:00:00,-2.05068666,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.40608240,0.80202747,-0.80202747,0.80202747,0.00000000,0.00000000
2023-01-03 22:00:00,-2.80715838,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.49685901,0.83228634,-0.83228634,0.83228634,0.00000000,0.00000000
2023-01-03 23:00:00,-3.48539237,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.57824708,0.85941569,-0.85941569,0.85941569,0.00000000,0.00000000
2023-01-04 00:00:00,-4.08436173,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.65012341,0.88337447,-0.88337447,0.88337447,0.00000000,0.00000000
2023-01-04 01:00:00,-4.47594031,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.69711284,0.89903761,-0.89903761,0.89903761,0.00000000,0.00000000
2023-01-04 02:00:00,-4.67863629,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.72143636,0.90714545,-0.90714545,0.90714545,0.00000000,0.00000000
2023-01-04 03:00:00,-4.67863629,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.72143636,0.90714545,-0.90714545,0.90714545,0.00000000,0.00000000
2023-01-04 04:00:00,-4.47594031,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.69711284,0.89903761,-0.89903761,0.89903761,0.00000000,0.00000000
2023-01-04 05:00:00,-4.08436173,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.65012341,0.88337447,-0.88337447,0.88337447,0.00000000,0.00000000
2023-01-04 06:00:00,-3.53058600,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.58367032,0.86122344,-0.86122344,0.86122344,0.00000000,0.00000000
2023-01-04 07:00:00,-2.85235201,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.50228224,0.83409408,-0.83409408,0.83409408,0.00000000,0.00000000
2023-01-04 08:00:00,-2.09588029,55.74132240,synthetic_cold_temperate_benchmark,0.30100314,2.41150563,0.80383521,-0.50283207,0.50283207,0.00000000,0.30100314
2023-01-04 09:00:00,-1.31272313,146.83109201,synthetic_cold_temperate_benchmark,0.79288790,2.31752678,0.77250893,0.02037897,0.00000000,0.02037897,0.77250893
2023-01-04 10:00:00,-0.55625141,216.23566975,synthetic_cold_temperate_benchmark,1.16767262,2.22675017,0.74225006,0.42542256,0.00000000,0.42542256,0.74225006
2023-01-04 11:00:00,0.12198258,253.70483160,synthetic_cold_temperate_benchmark,1.37000609,2.14536209,0.71512070,0.65488539,0.00000000,0.65488539,0.71512070
2023-01-04 12:00:00,0.67575831,253.70483160,synthetic_cold_temperate_benchmark,1.37000609,2.07890900,0.69296967,0.67703642,0.00000000,0.67703642,0.69296967
2023-01-04 13:00:00,1.06733689,216.23566975,synthetic_cold_temperate_benchmark,1.16767262,2.03191957,0.67730652,0.49036609,0.00000000,0.49036609,0.67730652
2023-01-04 14:00:00,1.27003287,146.83109201,synthetic_cold_temperate_benchmark,0.79288790,2.00759606,0.66919869,0.12368921,0.00000000,0.12368921,0.66919869
2023-01-04 15:00:00,1.27003287,55.74132240,synthetic_cold_temperate_benchmark,0.30100314,2.00759606,0.66919869,-0.36819554,0.36819554,0.00000000,0.30100314
2023-01-04 16:00:00,1.06733689,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.03191957,0.67730652,-0.67730652,0.67730652,0.00000000,0.00000000
2023-01-04 17:00:00,0.67575831,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.07890900,0.69296967,-0.69296967,0.69296967,0.00000000,0.00000000
2023-01-04 18:00:00,0.12198258,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.14536209,0.71512070,-0.71512070,0.71512070,0.00000000,0.00000000
2023-01-04 19:00:00,-0.55625141,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.22675017,0.74225006,-0.74225006,0.74225006,0.00000000,0.00000000
2023-01-04 20:00:00,-1.31272313,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.31752678,0.77250893,-0.77250893,0.77250893,0.00000000,0.00000000
2023-01-04 21:00:00,-2.09588029,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.41150563,0.80383521,-0.80383521,0.80383521,0.00000000,0.00000000
2023-01-04 22:00:00,-2.85235201,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.50228224,0.83409408,-0.83409408,0.83409408,0.00000000,0.00000000
2023-01-04 23:00:00,-3.53058600,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.58367032,0.86122344,-0.86122344,0.86122344,0.00000000,0.00000000
2023-01-05 00:00:00,-4.12638344,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.65516601,0.88505534,-0.88505534,0.88505534,0.00000000,0.00000000
2023-01-05 01:00:00,-4.51796202,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.70215544,0.90071848,-0.90071848,0.90071848,0.00000000,0.00000000
2023-01-05 02:00:00,-4.72065800,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.72647896,0.90882632,-0.90882632,0.90882632,0.00000000,0.00000000
2023-01-05 03:00:00,-4.72065800,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.72647896,0.90882632,-0.90882632,0.90882632,0.00000000,0.00000000
2023-01-05 04:00:00,-4.51796202,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.70215544,0.90071848,-0.90071848,0.90071848,0.00000000,0.00000000
2023-01-05 05:00:00,-4.12638344,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.65516601,0.88505534,-0.88505534,0.88505534,0.00000000,0.00000000
2023-01-05 06:00:00,-3.57260771,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.58871292,0.86290431,-0.86290431,0.86290431,0.00000000,0.00000000
2023-01-05 07:00:00,-2.89437372,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.50732485,0.83577495,-0.83577495,0.83577495,0.00000000,0.00000000
2023-01-05 08:00:00,-2.13790200,56.74305106,synthetic_cold_temperate_benchmark,0.30641248,2.41654824,0.80551608,-0.49910360,0.49910360,0.00000000,0.30641248
2023-01-05 09:00:00,-1.35474484,147.96365048,synthetic_cold_temperate_benchmark,0.79900371,2.32256938,0.77418979,0.02481392,0.00000000,0.02481392,0.77418979
2023-01-05 10:00:00,-0.59827312,217.42490377,synthetic_cold_temperate_benchmark,1.17409448,2.23179277,0.74393092,0.43016356,0.00000000,0.43016356,0.74393092
2023-01-05 11:00:00,0.07996087,254.91192740,synthetic_cold_temperate_benchmark,1.37652441,2.15040470,0.71680157,0.65972284,0.00000000,0.65972284,0.71680157
2023-01-05 12:00:00,0.63373660,254.91192740,synthetic_cold_temperate_benchmark,1.37652441,2.08395161,0.69465054,0.68187387,0.00000000,0.68187387,0.69465054
2023-01-05 13:00:00,1.02531518,217.42490377,synthetic_cold_temperate_benchmark,1.17409448,2.03696218,0.67898739,0.49510709,0.00000000,0.49510709,0.67898739
2023-01-05 14:00:00,1.22801116,147.96365048,synthetic_cold_temperate_benchmark,0.79900371,2.01263866,0.67087955,0.12812416,0.00000000,0.12812416,0.67087955
2023-01-05 15:00:00,1.22801116,56.74305106,synthetic_cold_temperate_benchmark,0.30641248,2.01263866,0.67087955,-0.36446708,0.36446708,0.00000000,0.30641248
2023-01-05 16:00:00,1.02531518,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.03696218,0.67898739,-0.67898739,0.67898739,0.00000000,0.00000000
2023-01-05 17:00:00,0.63373660,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.08395161,0.69465054,-0.69465054,0.69465054,0.00000000,0.00000000
2023-01-05 18:00:00,0.07996087,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.15040470,0.71680157,-0.71680157,0.71680157,0.00000000,0.00000000
2023-01-05 19:00:00,-0.59827312,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.23179277,0.74393092,-0.74393092,0.74393092,0.00000000,0.00000000
2023-01-05 20:00:00,-1.35474484,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.32256938,0.77418979,-0.77418979,0.77418979,0.00000000,0.00000000
2023-01-05 21:00:00,-2.13790200,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.41654824,0.80551608,-0.80551608,0.80551608,0.00000000,0.00000000
2023-01-05 22:00:00,-2.89437372,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.50732485,0.83577495,-0.83577495,0.83577495,0.00000000,0.00000000
2023-01-05 23:00:00,-3.57260771,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.58871292,0.86290431,-0.86290431,0.86290431,0.00000000,0.00000000
2023-01-06 00:00:00,-4.16522078,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.65982649,0.88660883,-0.88660883,0.88660883,0.00000000,0.00000000
2023-01-06 01:00:00,-4.55679936,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.70681592,0.90227197,-0.90227197,0.90227197,0.00000000,0.00000000
2023-01-06 02:00:00,-4.75949535,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.73113944,0.91037981,-0.91037981,0.91037981,0.00000000,0.00000000
2023-01-06 03:00:00,-4.75949535,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.73113944,0.91037981,-0.91037981,0.91037981,0.00000000,0.00000000
2023-01-06 04:00:00,-4.55679936,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.70681592,0.90227197,-0.90227197,0.90227197,0.00000000,0.00000000
2023-01-06 05:00:00,-4.16522078,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.65982649,0.88660883,-0.88660883,0.88660883,0.00000000,0.00000000
2023-01-06 06:00:00,-3.61144505,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.59337341,0.86445780,-0.86445780,0.86445780,0.00000000,0.00000000
2023-01-06 07:00:00,-2.93321106,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.51198533,0.83732844,-0.83732844,0.83732844,0.00000000,0.00000000
2023-01-06 08:00:00,-2.17673934,57.81344320,synthetic_cold_temperate_benchmark,0.31219259,2.42120872,0.80706957,-0.49487698,0.49487698,0.00000000,0.31219259
2023-01-06 09:00:00,-1.39358219,149.17158901,synthetic_cold_temperate_benchmark,0.80552658,2.32722986,0.77574329,0.02978329,0.00000000,0.02978329,0.77574329
2023-01-06 10:00:00,-0.63711047,218.69207072,synthetic_cold_temperate_benchmark,1.18093718,2.23645326,0.74548442,0.43545276,0.00000000,0.43545276,0.74548442
2023-01-06 11:00:00,0.04112352,256.19758219,synthetic_cold_temperate_benchmark,1.38346694,2.15506518,0.71835506,0.66511188,0.00000000,0.66511188,0.71835506
2023-01-06 12:00:00,0.59489926,256.19758219,synthetic_cold_temperate_benchmark,1.38346694,2.08861209,0.69620403,0.68726291,0.00000000,0.68726291,0.69620403
2023-01-06 13:00:00,0.98647783,218.69207072,synthetic_cold_temperate_benchmark,1.18093718,2.04162266,0.68054089,0.50039630,0.00000000,0.50039630,0.68054089
2023-01-06 14:00:00,1.18917382,149.17158901,synthetic_cold_temperate_benchmark,0.80552658,2.01729914,0.67243305,0.13309353,0.00000000,0.13309353,0.67243305
2023-01-06 15:00:00,1.18917382,57.81344320,synthetic_cold_temperate_benchmark,0.31219259,2.01729914,0.67243305,-0.36024045,0.36024045,0.00000000,0.31219259
2023-01-06 16:00:00,0.98647783,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.04162266,0.68054089,-0.68054089,0.68054089,0.00000000,0.00000000
2023-01-06 17:00:00,0.59489926,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.08861209,0.69620403,-0.69620403,0.69620403,0.00000000,0.00000000
2023-01-06 18:00:00,0.04112352,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.15506518,0.71835506,-0.71835506,0.71835506,0.00000000,0.00000000
2023-01-06 19:00:00,-0.63711047,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.23645326,0.74548442,-0.74548442,0.74548442,0.00000000,0.00000000
2023-01-06 20:00:00,-1.39358219,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.32722986,0.77574329,-0.77574329,0.77574329,0.00000000,0.00000000
2023-01-06 21:00:00,-2.17673934,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.42120872,0.80706957,-0.80706957,0.80706957,0.00000000,0.00000000
2023-01-06 22:00:00,-2.93321106,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.51198533,0.83732844,-0.83732844,0.83732844,0.00000000,0.00000000
2023-01-06 23:00:00,-3.61144505,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.59337341,0.86445780,-0.86445780,0.86445780,0.00000000,0.00000000
2023-01-07 00:00:00,-4.20086225,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.66410347,0.88803449,-0.88803449,0.88803449,0.00000000,0.00000000
2023-01-07 01:00:00,-4.59244083,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.71109290,0.90369763,-0.90369763,0.90369763,0.00000000,0.00000000
2023-01-07 02:00:00,-4.79513682,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.73541642,0.91180547,-0.91180547,0.91180547,0.00000000,0.00000000
2023-01-07 03:00:00,-4.79513682,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.73541642,0.91180547,-0.91180547,0.91180547,0.00000000,0.00000000
2023-01-07 04:00:00,-4.59244083,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.71109290,0.90369763,-0.90369763,0.90369763,0.00000000,0.00000000
2023-01-07 05:00:00,-4.20086225,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.66410347,0.88803449,-0.88803449,0.88803449,0.00000000,0.00000000
2023-01-07 06:00:00,-3.64708652,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.59765038,0.86588346,-0.86588346,0.86588346,0.00000000,0.00000000
2023-01-07 07:00:00,-2.96885253,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.51626230,0.83875410,-0.83875410,0.83875410,0.00000000,0.00000000
2023-01-07 08:00:00,-2.21238081,58.95280551,synthetic_cold_temperate_benchmark,0.31834515,2.42548570,0.80849523,-0.49015008,0.49015008,0.00000000,0.31834515
2023-01-07 09:00:00,-1.42922365,150.45485405,synthetic_cold_temperate_benchmark,0.81245621,2.33150684,0.77716895,0.03528727,0.00000000,0.03528727,0.77716895
2023-01-07 10:00:00,-0.67275193,220.03689997,synthetic_cold_temperate_benchmark,1.18819926,2.24073023,0.74691008,0.44128918,0.00000000,0.44128918,0.74691008
2023-01-07 11:00:00,0.00548206,257.56142635,synthetic_cold_temperate_benchmark,1.39083170,2.15934215,0.71978072,0.67105098,0.00000000,0.67105098,0.71978072
2023-01-07 12:00:00,0.55925779,257.56142635,synthetic_cold_temperate_benchmark,1.39083170,2.09288907,0.69762969,0.69320201,0.00000000,0.69320201,0.69762969
2023-01-07 13:00:00,0.95083637,220.03689997,synthetic_cold_temperate_benchmark,1.18819926,2.04589964,0.68196655,0.50623271,0.00000000,0.50623271,0.68196655
2023-01-07 14:00:00,1.15353235,150.45485405,synthetic_cold_temperate_benchmark,0.81245621,2.02157612,0.67385871,0.13859751,0.00000000,0.13859751,0.67385871
2023-01-07 15:00:00,1.15353235,58.95280551,synthetic_cold_temperate_benchmark,0.31834515,2.02157612,0.67385871,-0.35551356,0.35551356,0.00000000,0.31834515
2023-01-07 16:00:00,0.95083637,0.00000000,synthetic_cold_temperate_benchmark,0.00000000,2.04589964,0.68196655,-0.68196655,0.68196655,0.00000000,0.00000000
