time,temperature_2m_c,shortwave_radiation_w_m2,source
2023-01-05 10:00:00,-0.598273,217.424904,synthetic_cold_temperate_benchmark
2023-01-05 11:00:00,0.079961,254.911927,synthetic_cold_temperate_benchmark
2023-01-05 12:00:00,0.633737,254.911927,synthetic_cold_temperate_benchmark
2023-01-05 13:00:00,1.025315,217.424904,synthetic_cold_temperate_benchmark
2023-01-05 14:00:00,1.228011,147.963650,synthetic_cold_temperate_benchmark
2023-01-05 15:00:00,1.228011,56.743051,synthetic_cold_temperate_benchmark
2023-01-05 16:00:00,1.025315,0.000000,synthetic_cold_temperate_benchmark
2023-01-05 17:00:00,0.633737,0.000000,synthetic_cold_temperate_benchmark
2023-01-05 18:00:00,0.079961,0.000000,synthetic_cold_temperate_benchmark
2023-01-05 19:00:00,-0.598273,0.000000,synthetic_cold_temperate_benchmark
2023-01-05 20:00:00,-1.354745,0.000000,synthetic_cold_temperate_benchmark
2023-01-05 21:00:00,-2.137902,0.000000,synthetic_cold_temperate_benchmark
2023-01-05 22:00:00,-2.894374,0.000000,synthetic_cold_temperate_benchmark
2023-01-05 23:00:00,-3.572608,0.000000,synthetic_cold_temperate_benchmark
2023-01-06 00:00:00,-4.165221,0.000000,synthetic_cold_temperate_benchmark
2023-01-06 01:00:00,-4.556799,0.000000,synthetic_cold_temperate_benchmark
2023-01-06 02:00:00,-4.759495,0.000000,synthetic_cold_temperate_benchmark
2023-01-06 03:00:00,-4.759495,0.000000,synthetic_cold_temperate_benchmark
2023-01-06 04:00:00,-4.556799,0.000000,synthetic_cold_temperate_benchmark
2023-01-06 05:00:00,-4.165221,0.000000,synthetic_cold_temperate_benchmark
2023-01-06 06:00:00,-3.611445,0.000000,synthetic_cold_temperate_benchmark
2023-01-06 07:00:00,-2.933211,0.000000,synthetic_cold_temperate_benchmark
2023-01-06 08:00:00,-2.176739,57.813443,synthetic_cold_temperate_benchmark
2023-01-06 09:00:00,-1.393582,149.171589,synthetic_cold_temperate_benchmark
2023-01-06 10:00:00,-0.637110,218.692071,synthetic_cold_temperate_benchmark
2023-01-06 11:00:00,0.041124,256.197582,synthetic_cold_temperate_benchmark
2023-01-06 12:00:00,0.594899,256.197582,synthetic_cold_temperate_benchmark
2023-01-06 13:00:00,0.986478,218.692071,synthetic_cold_temperate_benchmark
2023-01-06 14:00:00,1.189174,149.171589,synthetic_cold_temperate_benchmark
2023-01-06 15:00:00,1.189174,57.813443,synthetic_cold_temperate_benchmark
2023-01-06 16:00:00,0.986478,0.000000,synthetic_cold_temperate_benchmark
2023-01-06 17:00:00,0.594899,0.000000,synthetic_cold_temperate_benchmark
2023-01-06 18:00:00,0.041124,0.000000,synthetic_cold_temperate_benchmark
2023-01-06 19:00:00,-0.637110,0.000000,synthetic_cold_temperate_benchmark
2023-01-06 20:00:00,-1.393582,0.000000,synthetic_cold_temperate_benchmark
2023-01-06 21:00:00,-2.176739,0.000000,synthetic_cold_temperate_benchmark
2023-01-06 22:00:00,-2.933211,0.000000,synthetic_cold_temperate_benchmark
2023-01-06 23:00:00,-3.611445,0.000000,synthetic_cold_temperate_benchmark
2023-01-07 00:00:00,-4.200862,0.000000,synthetic_cold_temperate_benchmark
2023-01-07 01:00:00,-4.592441,0.000000,synthetic_cold_temperate_benchmark
2023-01-07 02:00:00,-4.795137,0.000000,synthetic_cold_temperate_benchmark
2023-01-07 03:00:00,-4.795137,0.000000,synthetic_cold_temperate_benchmark
2023-01-07 04:00:00,-4.592441,0.000000,synthetic_cold_temperate_benchmark
2023-01-07 05:00:00,-4.200862,0.000000,synthetic_cold_temperate_benchmark
2023-01-07 06:00:00,-3.647087,0.000000,synthetic_cold_temperate_benchmark
2023-01-07 07:00:00,-2.968853,0.000000,synthetic_cold_temperate_benchmark
2023-01-07 08:00:00,-2.212381,58.952806,synthetic_cold_temperate_benchmark
2023-01-07 09:00:00,-1.429224,150.454854,synthetic_cold_temperate_benchmark
2023-01-07 10:00:00,-0.672752,220.036900,synthetic_cold_temperate_benchmark
2023-01-07 11:00:00,0.005482,257.561426,synthetic_cold_temperate_benchmark
2023-01-07 12:00:00,0.559258,257.561426,synthetic_cold_temperate_benchmark
2023-01-07 13:00:00,0.950836,220.036900,synthetic_cold_temperate_benchmark
2023-01-07 14:00:00,1.153532,150.454854,synthetic_cold_temperate_benchmark
2023-01-07 15:00:00,1.153532,58.952806,synthetic_cold_temperate_benchmark
2023-01-07 16:00:00,0.950836,0.000000,synthetic_cold_temperate_benchmark
2023-01-07 17:00:00,0.559258,0.000000,synthetic_cold_temperate_benchmark
2023-01-07 18:00:00,0.005482,0.000000,synthetic_cold_temperate_benchmark
2023-01-07 19:00:00,-0.672752,0.000000,synthetic_cold_temperate_benchmark
2023-01-07 20:00:00,-1.429224,0.000000,synthetic_cold_temperate_benchmark
2023-01-07 21:00:00,-2.212381,0.000000,synthetic_cold_temperate_benchmark
2023-01-07 22:00:00,-2.968853,0.000000,synthetic_cold_temperate_benchmark
2023-01-07 23:00:00,-3.647087,0.000000,synthetic_cold_temperate_benchmark
2023-01-08 00:00:00,-4.233297,0.000000,synthetic_cold_temperate_benchmark
2023-01-08 01:00:00,-4.624876,0.000000,synthetic_cold_temperate_benchmark
2023-01-08 02:00:00,-4.827572,0.000000,synthetic_cold_temperate_benchmark
2023-01-08 03:00:00,-4.827572,0.000000,synthetic_cold_temperate_benchmark
2023-01-08 04:00:00,-4.624876,0.000000,synthetic_cold_temperate_benchmark
2023-01-08 05:00:00,-4.233297,0.000000,synthetic_cold_temperate_benchmark
2023-01-08 06:00:00,-3.679522,0.000000,synthetic_cold_temperate_benchmark
2023-01-08 07:00:00,-3.001288,0.000000,synthetic_cold_temperate_benchmark
2023-01-08 08:00:00,-2.244816,60.161447,synthetic_cold_temperate_benchmark
2023-01-08 09:00:00,-1.461659,151.813380,synthetic_cold_temperate_benchmark
2023-01-08 10:00:00,-0.705187,221.459101,synthetic_cold_temperate_benchmark
2023-01-08 11:00:00,-0.026953,259.003067,synthetic_cold_temperate_benchmark
2023-01-08 12:00:00,0.526823,259.003067,synthetic_cold_temperate_benchmark
2023-01-08 13:00:00,0.918401,221.459101,synthetic_cold_temperate_benchmark
2023-01-08 14:00:00,1.121097,151.813380,synthetic_cold_temperate_benchmark
2023-01-08 15:00:00,1.121097,60.161447,synthetic_cold_temperate_benchmark
2023-01-08 16:00:00,0.918401,0.000000,synthetic_cold_temperate_benchmark
2023-01-08 17:00:00,0.526823,0.000000,synthetic_cold_temperate_benchmark
2023-01-08 18:00:00,-0.026953,0.000000,synthetic_cold_temperate_benchmark
2023-01-08 19:00:00,-0.705187,0.000000,synthetic_cold_temperate_benchmark
2023-01-08 20:00:00,-1.461659,0.000000,synthetic_cold_temperate_benchmark
2023-01-08 21:00:00,-2.244816,0.000000,synthetic_cold_temperate_benchmark
2023-01-08 22:00:00,-3.001288,0.000000,synthetic_cold_temperate_benchmark
2023-01-08 23:00:00,-3.679522,0.000000,synthetic_cold_temperate_benchmark
2023-01-09 00:00:00,-4.262516,0.000000,synthetic_cold_temperate_benchmark
2023-01-09 01:00:00,-4.654095,0.000000,synthetic_cold_temperate_benchmark
2023-01-09 02:00:00,-4.856791,0.000000,synthetic_cold_temperate_benchmark
2023-01-09 03:00:00,-4.856791,0.000000,synthetic_cold_temperate_benchmark
2023-01-09 04:00:00,-4.654095,0.000000,synthetic_cold_temperate_benchmark
2023-01-09 05:00:00,-4.262516,0.000000,synthetic_cold_temperate_benchmark
2023-01-09 06:00:00,-3.708741,0.000000,synthetic_cold_temperate_benchmark
2023-01-09 07:00:00,-3.030507,0.000000,synthetic_cold_temperate_benchmark
2023-01-09 08:00:00,-2.274035,61.439676,synthetic_cold_temperate_benchmark
2023-01-09 09:00:00,-1.490878,153.247088,synthetic_cold_temperate_benchmark
2023-01-09 10:00:00,-0.734406,222.958364,synthetic_cold_temperate_benchmark
2023-01-09 11:00:00,-0.056172,260.522090,synthetic_cold_temperate_benchmark
2023-01-09 12:00:00,0.497604,260.522090,synthetic_cold_temperate_benchmark
2023-01-09 13:00:00,0.889182,222.958364,synthetic_cold_temperate_benchmark
2023-01-09 14:00:00,1.091878,153.247088,synthetic_cold_temperate_benchmark
2023-01-09 15:00:00,1.091878,61.439676,synthetic_cold_temperate_benchmark
2023-01-09 16:00:00,0.889182,0.000000,synthetic_cold_temperate_benchmark
2023-01-09 17:00:00,0.497604,0.000000,synthetic_cold_temperate_benchmark
2023-01-09 18:00:00,-0.056172,0.000000,synthetic_cold_temperate_benchmark
2023-01-09 19:00:00,-0.734406,0.000000,synthetic_cold_temperate_benchmark
2023-01-09 20:00:00,-1.490878,0.000000,synthetic_cold_temperate_benchmark
2023-01-09 21:00:00,-2.274035,0.000000,synthetic_cold_temperate_benchmark
2023-01-09 22:00:00,-3.030507,0.000000,synthetic_cold_temperate_benchmark
2023-01-09 23:00:00,-3.708741,0.000000,synthetic_cold_temperate_benchmark
2023-01-10 00:00:00,-4.288511,0.000000,synthetic_cold_temperate_benchmark
2023-01-10 01:00:00,-4.680089,0.000000,synthetic_cold_temperate_benchmark
2023-01-10 02:00:00,-4.882785,0.000000,synthetic_cold_temperate_benchmark
2023-01-10 03:00:00,-4.882785,0.000000,synthetic_cold_temperate_benchmark
2023-01-10 04:00:00,-4.680089,0.000000,synthetic_cold_temperate_benchmark
2023-01-10 05:00:00,-4.288511,0.000000,synthetic_cold_temperate_benchmark
2023-01-10 06:00:00,-3.734735,0.000000,synthetic_cold_temperate_benchmark
2023-01-10 07:00:00,-3.056501,0.000000,synthetic_cold_temperate_benchmark
2023-01-10 08:00:00,-2.300029,62.787798,synthetic_cold_temperate_benchmark
2023-01-10 09:00:00,-1.516872,154.755885,synthetic_cold_temperate_benchmark
2023-01-10 10:00:00,-0.760400,224.534358,synthetic_cold_temperate_benchmark
2023-01-10 11:00:00,-0.082166,262.118057,synthetic_cold_temperate_benchmark
2023-01-10 12:00:00,0.471610,262.118057,synthetic_cold_temperate_benchmark
2023-01-10 13:00:00,0.863188,224.534358,synthetic_cold_temperate_benchmark
2023-01-10 14:00:00,1.065884,154.755885,synthetic_cold_temperate_benchmark
2023-01-10 15:00:00,1.065884,62.787798,synthetic_cold_temperate_benchmark
2023-01-10 16:00:00,0.863188,0.000000,synthetic_cold_temperate_benchmark
2023-01-10 17:00:00,0.471610,0.000000,synthetic_cold_temperate_benchmark
2023-01-10 18:00:00,-0.082166,0.000000,synthetic_cold_temperate_benchmark
2023-01-10 19:00:00,-0.760400,0.000000,synthetic_cold_temperate_benchmark
2023-01-10 20:00:00,-1.516872,0.000000,synthetic_cold_temperate_benchmark
2023-01-10 21:00:00,-2.300029,0.000000,synthetic_cold_temperate_benchmark
2023-01-10 22:00:00,-3.056501,0.000000,synthetic_cold_temperate_benchmark
2023-01-10 23:00:00,-3.734735,0.000000,synthetic_cold_temperate_benchmark
2023-01-11 00:00:00,-4.311272,0.000000,synthetic_cold_temperate_benchmark
2023-01-11 01:00:00,-4.702851,0.000000,synthetic_cold_temperate_benchmark
2023-01-11 02:00:00,-4.905547,0.000000,synthetic_cold_temperate_benchmark
2023-01-11 03:00:00,-4.905547,0.000000,synthetic_cold_temperate_benchmark
2023-01-11 04:00:00,-4.702851,0.000000,synthetic_cold_temperate_benchmark
2023-01-11 05:00:00,-4.311272,0.000000,synthetic_cold_temperate_benchmark
2023-01-11 06:00:00,-3.757497,0.000000,synthetic_cold_temperate_benchmark
2023-01-11 07:00:00,-3.079263,0.000000,synthetic_cold_temperate_benchmark
2023-01-11 08:00:00,-2.322791,64.206113,synthetic_cold_temperate_benchmark
2023-01-11 09:00:00,-1.539634,156.339661,synthetic_cold_temperate_benchmark
2023-01-11 10:00:00,-0.783162,226.186731,synthetic_cold_temperate_benchmark
2023-01-11 11:00:00,-0.104928,263.790507,synthetic_cold_temperate_benchmark
2023-01-11 12:00:00,0.448848,263.790507,synthetic_cold_temperate_benchmark
2023-01-11 13:00:00,0.840426,226.186731,synthetic_cold_temperate_benchmark
2023-01-11 14:00:00,1.043122,156.339661,synthetic_cold_temperate_benchmark
2023-01-11 15:00:00,1.043122,64.206113,synthetic_cold_temperate_benchmark
2023-01-11 16:00:00,0.840426,0.000000,synthetic_cold_temperate_benchmark
2023-01-11 17:00:00,0.448848,0.000000,synthetic_cold_temperate_benchmark
2023-01-11 18:00:00,-0.104928,0.000000,synthetic_cold_temperate_benchmark
2023-01-11 19:00:00,-0.783162,0.000000,synthetic_cold_temperate_benchmark
2023-01-11 20:00:00,-1.539634,0.000000,synthetic_cold_temperate_benchmark
2023-01-11 21:00:00,-2.322791,0.000000,synthetic_cold_temperate_benchmark
2023-01-11 22:00:00,-3.079263,0.000000,synthetic_cold_temperate_benchmark
2023-01-11 23:00:00,-3.757497,0.000000,synthetic_cold_temperate_benchmark
2023-01-12 00:00:00,-4.330795,0.000000,synthetic_cold_temperate_benchmark
2023-01-12 01:00:00,-4.722374,0.000000,synthetic_cold_temperate_benchmark
2023-01-12 02:00:00,-4.925070,0.000000,synthetic_cold_temperate_benchmark
2023-01-12 03:00:00,-4.925070,0.000000,synthetic_cold_temperate_benchmark
2023-01-12 04:00:00,-4.722374,0.000000,synthetic_cold_temperate_benchmark
2023-01-12 05:00:00,-4.330795,0.000000,synthetic_cold_temperate_benchmark
2023-01-12 06:00:00,-3.777019,0.000000,synthetic_cold_temperate_benchmark
2023-01-12 07:00:00,-3.098785,0.000000,synthetic_cold_temperate_benchmark
2023-01-12 08:00:00,-2.342314,65.694911,synthetic_cold_temperate_benchmark
2023-01-12 09:00:00,-1.559157,157.998290,synthetic_cold_temperate_benchmark
2023-01-12 10:00:00,-0.802685,227.915111,synthetic_cold_temperate_benchmark
2023-01-12 11:00:00,-0.124451,265.538957,synthetic_cold_temperate_benchmark
2023-01-12 12:00:00,0.429325,265.538957,synthetic_cold_temperate_benchmark
2023-01-12 13:00:00,0.820904,227.915111,synthetic_cold_temperate_benchmark
2023-01-12 14:00:00,1.023599,157.998290,synthetic_cold_temperate_benchmark
2023-01-12 15:00:00,1.023599,65.694911,synthetic_cold_temperate_benchmark
2023-01-12 16:00:00,0.820904,0.000000,synthetic_cold_temperate_benchmark
2023-01-12 17:00:00,0.429325,0.000000,synthetic_cold_temperate_benchmark
2023-01-12 18:00:00,-0.124451,0.000000,synthetic_cold_temperate_benchmark
2023-01-12 19:00:00,-0.802685,0.000000,synthetic_cold_temperate_benchmark
2023-01-12 20:00:00,-1.559157,0.000000,synthetic_cold_temperate_benchmark
2023-01-12 21:00:00,-2.342314,0.000000,synthetic_cold_temperate_benchmark
2023-01-12 22:00:00,-3.098785,0.000000,synthetic_cold_temperate_benchmark
2023-01-12 23:00:00,-3.777019,0.000000,synthetic_cold_temperate_benchmark
2023-01-13 00:00:00,-4.347073,0.000000,synthetic_cold_temperate_benchmark
2023-01-13 01:00:00,-4.738651,0.000000,synthetic_cold_temperate_benchmark
2023-01-13 02:00:00,-4.941347,0.000000,synthetic_cold_temperate_benchmark
2023-01-13 03:00:00,-4.941347,0.000000,synthetic_cold_temperate_benchmark
2023-01-13 04:00:00,-4.738651,0.000000,synthetic_cold_temperate_benchmark
2023-01-13 05:00:00,-4.347073,0.000000,synthetic_cold_temperate_benchmark
2023-01-13 06:00:00,-3.793297,0.000000,synthetic_cold_temperate_benchmark
2023-01-13 07:00:00,-3.115063,0.000000,synthetic_cold_temperate_benchmark
2023-01-13 08:00:00,-2.358591,67.254472,synthetic_cold_temperate_benchmark
2023-01-13 09:00:00,-1.575434,159.731626,synthetic_cold_temperate_benchmark
2023-01-13 10:00:00,-0.818963,229.719103,synthetic_cold_temperate_benchmark
2023-01-13 11:00:00,-0.140729,267.362902,synthetic_cold_temperate_benchmark
2023-01-13 12:00:00,0.413047,267.362902,synthetic_cold_temperate_benchmark
2023-01-13 13:00:00,0.804626,229.719103,synthetic_cold_temperate_benchmark
2023-01-13 14:00:00,1.007322,159.731626,synthetic_cold_temperate_benchmark
2023-01-13 15:00:00,1.007322,67.254472,synthetic_cold_temperate_benchmark
2023-01-13 16:00:00,0.804626,0.000000,synthetic_cold_temperate_benchmark
2023-01-13 17:00:00,0.413047,0.000000,synthetic_cold_temperate_benchmark
2023-01-13 18:00:00,-0.140729,0.000000,synthetic_cold_temperate_benchmark
2023-01-13 19:00:00,-0.818963,0.000000,synthetic_cold_temperate_benchmark
2023-01-13 20:00:00,-1.575434,0.000000,synthetic_cold_temperate_benchmark
2023-01-13 21:00:00,-2.358591,0.000000,synthetic_cold_temperate_benchmark
2023-01-13 22:00:00,-3.115063,0.000000,synthetic_cold_temperate_benchmark
2023-01-13 23:00:00,-3.793297,0.000000,synthetic_cold_temperate_benchmark
2023-01-14 00:00:00,-4.360101,0.000000,synthetic_cold_temperate_benchmark
2023-01-14 01:00:00,-4.751679,0.000000,synthetic_cold_temperate_benchmark
2023-01-14 02:00:00,-4.954375,0.000000,synthetic_cold_temperate_benchmark
2023-01-14 03:00:00,-4.954375,0.000000,synthetic_cold_temperate_benchmark
2023-01-14 04:00:00,-4.751679,0.000000,synthetic_cold_temperate_benchmark
2023-01-14 05:00:00,-4.360101,0.000000,synthetic_cold_temperate_benchmark
2023-01-14 06:00:00,-3.806325,0.000000,synthetic_cold_temperate_benchmark
2023-01-14 07:00:00,-3.128091,0.000000,synthetic_cold_temperate_benchmark
2023-01-14 08:00:00,-2.371619,68.885061,synthetic_cold_temperate_benchmark
2023-01-14 09:00:00,-1.588462,161.539503,synthetic_cold_temperate_benchmark
2023-01-14 10:00:00,-0.831991,231.598291,synthetic_cold_temperate_benchmark
2023-01-14 11:00:00,-0.153757,269.261814,synthetic_cold_temperate_benchmark
2023-01-14 12:00:00,0.400019,269.261814,synthetic_cold_temperate_benchmark
2023-01-14 13:00:00,0.791598,231.598291,synthetic_cold_temperate_benchmark
2023-01-14 14:00:00,0.994294,161.539503,synthetic_cold_temperate_benchmark
2023-01-14 15:00:00,0.994294,68.885061,synthetic_cold_temperate_benchmark
2023-01-14 16:00:00,0.791598,0.000000,synthetic_cold_temperate_benchmark
2023-01-14 17:00:00,0.400019,0.000000,synthetic_cold_temperate_benchmark
2023-01-14 18:00:00,-0.153757,0.000000,synthetic_cold_temperate_benchmark
2023-01-14 19:00:00,-0.831991,0.000000,synthetic_cold_temperate_benchmark
2023-01-14 20:00:00,-1.588462,0.000000,synthetic_cold_temperate_benchmark
2023-01-14 21:00:00,-2.371619,0.000000,synthetic_cold_temperate_benchmark
2023-01-14 22:00:00,-3.128091,0.000000,synthetic_cold_temperate_benchmark
2023-01-14 23:00:00,-3.806325,0.000000,synthetic_cold_temperate_benchmark
2023-01-15 00:00:00,-4.369875,0.000000,synthetic_cold_temperate_benchmark
2023-01-15 01:00:00,-4.761454,0.000000,synthetic_cold_temperate_benchmark
2023-01-15 02:00:00,-4.964150,0.000000,synthetic_cold_temperate_benchmark
2023-01-15 03:00:00,-4.964150,0.000000,synthetic_cold_temperate_benchmark
2023-01-15 04:00:00,-4.761454,0.000000,synthetic_cold_temperate_benchmark
2023-01-15 05:00:00,-4.369875,0.000000,synthetic_cold_temperate_benchmark
